text,technique,article_name_x,article_name_y,Appeal_to_Authority,Appeal_to_fear-prejudice,Bandwagon,Black-and-White_Fallacy,Causal_Oversimplification,Doubt,"Exaggeration,Minimisation",Flag-Waving,Loaded_Language,"Name_Calling,Labeling","Obfuscation,Intentional_Vagueness,Confusion",Red_Herring,Reductio_ad_hitlerum,Repetition,Slogans,Straw_Men,Thought-terminating_Cliches,Whataboutism
"The session also was attended by then-campaign chairman Paul Manafort and Trump son-in-law Jared Kushner; the president dictated a misleading statement about it a year later and it remains murky just when he learned about the meeting.
",Doubt,780786973,1561573946.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But Trump on Monday morning tweeted that McGahn spoke with the special counsel team for “over 30 hours with the White House Councel, only with my approval, for purposes of transparency.” (The tweet included a misspelling of “counsel.”)
",Red_Herring,780786973,780786973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The president also continued to push a line first floated by his attorney, former New York mayor and U.S. attorney Rudolph Giuliani, tweeting that campaign collusion with Russia would be a “phony crime.” He’s right, there is no specific collusion statute.
",Loaded_Language,780786973,1561573946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But legal experts say anyone in Trump’s orbit would be charged with conspiracy, making false statements to federal investigators or obstructing justice.
",Loaded_Language,780786973,1561573946.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump also continued to cast himself as a victim in the matter, saying when he attempts to “FIGHT BACK or say anything bad about the Rigged Witch Hunt,” his critics “scream Obstruction!”
",Doubt,780786973,2342360919.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump offered this assessment of his hand-picked attorney general recusing himself from the Justice Department’s special counsel probe of Russian election meddling: “What kind of man is this?”
",Doubt,781577820,781577820.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump, in an interview that aired Thursday morning, also blasted Sessions because, he said, the former Alabama senator “never took control of the Justice Department.”
",Loaded_Language,781577820,1563155640.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"About seven hours later, the country’s top law enforcement officer fired back.
",Loaded_Language,781577820,781577820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jeff Sessions lashes back at Trump
",Loaded_Language,781577820,781577820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"That last statement comes amid nearly constant complaints from Trump that Justice Department and FBI investigators are being unfair to the president and his allies.
","Exaggeration,Minimisation",781577820,781577820.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WASHINGTON — Attorney General Jeff Sessions has a message for Donald Trump: You’re wrong, Mr. President.
",Doubt,781577820,781577820.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sessions long has been one of Trump’s favorite pinatas, often taking the brunt of the president’s public scorn.
","Name_Calling,Labeling",781577820,1563155640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“I took control of the Department of Justice the day I was sworn in, which is why we have had unprecedented success at effectuating the President’s agenda — one that protects the safety and security and rights of the American people, reduces violent crime, enforces our immigration laws, promotes economic growth, and advances religious liberty,” the AG said in a statement.
","Exaggeration,Minimisation",781577820,1563155640.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“However, no nation has a more talented, more dedicated group of law enforcement investigators and prosecutors than the United States.”
","Exaggeration,Minimisation",781577820,1563155640.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How willing they are to overlook judgment when it comes to the criminals that run rampant in this country, and on the other hand how willing they are to show compassion to the criminals while overlooking the victims.
",Loaded_Language,781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While Sodom and Gomorrah were guilty of many other horrendous sins, homosexuality was the reason God poured fiery sulfur on the cities, completely destroying them and all of their inhabitants.
",Loaded_Language,781768042,1563536084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ungrateful reprobates, pretenders, counterfeits and hypocrites are what they are (Matthew 23:3).
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lot and his family flee the city, and then ""the LORD rained down burning sulfur on Sodom and Gomorrah — from the LORD out of the heavens.
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ezekiel 16:49-50 declares, ""Now this was the sin of your sister Sodom: She and her daughters were arrogant, overfed and unconcerned; they did not help the poor and needy.
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They were haughty and did detestable things before me..."" The Hebrew word translated ""detestable"" refers to something that is morally disgusting and is the exact same word used in Leviticus 18:22 that refers to homosexuality as an ""abomination.""
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Instead of preaching out against sin, they advocate for that which God clearly condemns, thereby making war against God (Micah 3:5), which at length destroys our government, our country and our families.
",Doubt,781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sodom and Gomorrah was Judged by God Because Men Refused to Keep His Commandments in Dealing with the Wicked!
",Causal_Oversimplification,781768042,1563536084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“How ridiculous to overlook judgment because of kindness then love wounds itself by killing justice!” -Charles Haddon Spurgeon
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How often I see and hear the professors of Christianity today walking contrary to the word and spirit of the Living Christ (2 Corinthians 3:6).
",Doubt,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you read the preceding verse, you will see that Scripture tells us “they that forsake the law praise the wicked.”
",Appeal_to_fear-prejudice,781768042,781768042.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And Abraham drew near, and said, Wilt thou also destroy the righteous with the wicked?
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Peradventure there be fifty righteous within the city: wilt thou also destroy and not spare the place for the fifty righteous that are therein?
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"And the Lord said, If I find in Sodom fifty righteous within the city, then I will spare all the place for their sakes.
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And Abraham answered and said, Behold now, I have taken upon me to speak unto the Lord, which am but dust and ashes: Peradventure there shall lack five of the fifty righteous: wilt thou destroy all the city for lack of five?
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bring them out to us so that we can have sex with them.
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The men of Sodom and Gomorrah wanted to perform homosexual gang rape on the two angels, who were disguised as men.
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Similarly, Jude 7 declares, ""...Sodom and Gomorrah and the surrounding towns gave themselves up to sexual immorality and perversion.""
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There is probably nothing more inhospitable than homosexual gang rape.
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sodom and Gomorrah serve as a powerful example of how God feels about sin in general, and homosexuality specifically.
",Causal_Oversimplification,781768042,781768042.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The point is that there were no righteous to be spared and the Lord did what man failed to do when they had the time to do it.
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They care more about the approbation and favor of men than they do that of the Living God and what His Word declares (Galatians 1:10),not knowing that which his highly favored among men is an abomination unto the Lord (Luke 16:15).
",Repetition,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Professed Christians in America today talk much of love through inaction, and yet know nothing of it (1 John 3:18).
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Instead of fighting on their behalf against the federal government that is illegally indoctrinating them, they simply give their kids over to them to be dumbed down.
",Loaded_Language,781768042,2345304126.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The American Church, instead of protesting corruption in government through the example of the Biblical patriarchs and our American forefathers (Matthew 5:17-18), teach to submit to tyranny as if to suggest that it is somehow obedience to God (Romans 12:21).
","Name_Calling,Labeling",781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It is gauged by simply looking to the prevailing immoralities and debauchers of society.
",Loaded_Language,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Instead of reaching out to the greatest demographic here in America, public high schools, they send missionaries to foreign lands to do there what they fail to do for their own here.
",Doubt,781768042,1563536084.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And instead of protesting the murder of 58 million innocent babies (Proverbs 6:17), they merely pass it off as a ""choice,"" that being the lessons that they learned from the media that they say that they do not believe (Romans 1:18).
",Doubt,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Church in America has failed to keep the Commandments of the God of Israel.
",Doubt,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Look to their feigned strength that they profess to possess.
",Doubt,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's the same reason that he is judging America today (Amos 4:12), He cannot find the righteous in order to spare her (Jeremiah 22:3).
",Causal_Oversimplification,781768042,1563536084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Defining the Wicked…
","Name_Calling,Labeling",781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).
",Doubt,781768042,2345304126.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Question: How do you show mercy to a people who observe lying vanities (Jonah 2:4) and refuse to return to the Lord (Jeremiah 6:16) on His terms?
",Doubt,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They are weak and pathetic and they have no excuses as to why America is where we is today!
",Flag-Waving,781768042,781768042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“Gee, this is ‘small potatoes’ compared to what Hillary Clinton did!” he tweeted about Winner, a former National Security Agency contractor who leaked a document about Russian meddling in the 2016 presidential election.
",Whataboutism,781847297,781847297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The Twitter exchange marks a bizarre twist in the story of the 26-year-old former U.S. Air Force linguist, who on Thursday apologized to a federal judge and said she takes “full responsibility for my actions.”
",Loaded_Language,781847297,781847297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ATLANTA — The record-setting prison sentence given to Reality Winner has caught the attention of President Donald Trump, who used it to take another dig at Attorney General Jeff Sessions.
",Loaded_Language,781847297,1563694594.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Before her arrest, Winner called Trump an “orange fascist” on Twitter.
","Name_Calling,Labeling",781847297,781847297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meanwhile, Trump continued pounding Sessions in other tweets, saying he needed to investigate “deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohr…the Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems — and so much more.”
","Exaggeration,Minimisation",781847297,2345541891.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In an early Friday post on Twitter, Trump wrote that her sentence of 63 months in federal prison was unfair and accused Sessions of having a double standard.
",Doubt,781847297,781847297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“So unfair Jeff, Double Standard.”
",Doubt,781847297,781847297.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The answer is, ultimately, demonic.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As Catholics, we ask St. Michael to “cast into Hell Satan and all the evil spirits who prowl about the world seeking the ruin of souls.” McCarrick and his fellow perverts in the clergy are responsible, not only for their sexual abuses, but also for chasing good men away from the priesthood.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Those who love our Holy Mother – those who want to protect her boys and men from all the McCarricks and their perverse appetites – mustn’t be deceived into thinking this is a small or an isolated issue.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is the crisis of an ancient and immortal institution trying desperately to seem young and fashionable; like all old men, it only manages to come across as lecherous and pathetic.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Spend enough time in Catholic World and you inevitably meet good men who quit the seminary because of some rampant (and often violent) depravity.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When he heard that the Council was being convened, then-Cardinal Montini is supposed to have sighed, “This holy old boy doesn’t realise what a hornet’s nest he’s stirring up.”
","Name_Calling,Labeling",782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But good and evil have a supernatural ring we usually reserve for dramatic and abominable crimes, like genocide.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And how was such a depraved individual ordained in the first place, let alone promoted to Cardinal-Archbishop of Washington?
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Why, there’s only one possible explanation: the Second Vatican Council.
",Causal_Oversimplification,782017101,782017101.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pedophile priests sell papers.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Something went critically wrong during Vatican II that extends well beyond the Mass.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yet everything right is good, and everything wrong is evil.
",Black-and-White_Fallacy,782017101,782017101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Prince of this World has made a grand display of his authority in the last few centuries.
","Name_Calling,Labeling",782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Today, there’s also a fifth column working to tear down the walls from within – not only pedophiles like John Geoghan, but also predators like Theodore McCarrick.
","Name_Calling,Labeling",782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Needless to say, not all gay priests are violent predators like McCarrick.
",Loaded_Language,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Running that story would simply be outing a closeted gay man: an act the liberal press would no doubt consider “homophobic”, as Ross Douthat pointed out.
","Name_Calling,Labeling",782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I don’t know what it will take to exorcise the “spirit of Vatican II” – the spirit of aggiornamento – from the Church.
",Repetition,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"But we will.
",Slogans,782017101,782017101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"In writing up a memo[1] on these documents that were entrusted to me, as Delegate for Pontifical Representations, on December 6, 2006, I wrote to my superiors, Cardinal Tarcisio Bertone and the Substitute Leonardo Sandri, that the facts attributed to McCarrick by Littleton were of such gravity and vileness as to provoke bewilderment, a sense of disgust, deep sorrow and bitterness in the reader, and that they constituted the crimes of seducing, requesting depraved acts of seminarians and priests, repeatedly and simultaneously with several people, derision of a young seminarian who tried to resist the Archbishop’s seductions in the presence of two other priests, absolution of the accomplices in these depraved acts, sacrilegious celebration of the Eucharist with the same priests after committing such acts.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Cardinal lies shamelessly and prevails upon his Chancellor, Monsignor Antonicelli, to lie as well.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Likewise, Nuncio Sambi transmitted to the Cardinal Secretary of State, Tarcisio Bertone, an Indictment Memorandum against McCarrick by the priest Gregory Littleton of the diocese of Charlotte, who was reduced to the lay state for a violation of minors, together with two documents from the same Littleton, in which he recounted his tragic story of sexual abuse by the then-Archbishop of Newark and several other priests and seminarians.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"His recent statements that he knew nothing about it, even though at first he cunningly referred to compensation for the two victims, are absolutely laughable.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.
",Loaded_Language,782086447,1565789110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Regarding Cardinal Sean O’Malley, I would simply say that his latest statements on the McCarrick case are disconcerting, and have totally obscured his transparency and credibility.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"He asked me: “What is Cardinal Wuerl like, is he good or bad?” I replied, “Holy Father, I will not tell you if he is good or bad, but I will tell you two facts.” They are the ones I have already mentioned above, which concern Wuerl’s pastoral carelessness regarding the aberrant deviations at Georgetown University and the invitation by the Archdiocese of Washington to young aspirants to the priesthood to a meeting with McCarrick!
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Do not be afraid!
",Repetition,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"In this tragic moment for the Church in various parts of the world — the United States, Chile, Honduras, Australia, etc.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"— bishops have a very grave responsibility.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Remnant Editor's Note: This could well mark the beginning of the end of the disastrous pontificate of Pope Francis.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is a charge most serious, perhaps without precedent in modern times.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"To restore the beauty of holiness to the face of the Bride of Christ, which is terribly disfigured by so many abominable crimes, and if we truly want to free the Church from the fetid swamp into which she has fallen, we must have the courage to tear down the culture of secrecy and publicly confess the truths we have kept hidden.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This second memo of mine was also never returned to the Personnel Office, and I was greatly dismayed at my superiors for the inconceivable absence of any measure against the Cardinal, and for the continuing lack of any communication with me since my first memo in December 2006.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But finally I learned with certainty, through Cardinal Giovanni Battista Re, then-Prefect of the Congregation for Bishops, that Richard Sipe’s courageous and meritorious Statement had had the desired result.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I do not know when Pope Benedict took these measures against McCarrick, whether in 2009 or 2010, because in the meantime I had been transferred to the Governorate of Vatican City State, just as I do not know who was responsible for this incredible delay.
",Loaded_Language,782086447,782086447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
